"Id";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips_panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi";"screen_size"
540;"Dell";"Ultrabook";13.3;3200;1800;1;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.2;74539;276;"small"
541;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";1.6;39207;157;"medium"
542;"HP";"Ultrabook";13.3;3200;1800;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.34;61006;276;"small"
543;"Acer";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.4;42517;141;"medium"
544;"Asus";"Notebook";15.6;1366;768;0;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";"windows";2.0;18595;100;"medium"
545;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";2.1;37589;141;"medium"
546;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.87;41825;157;"medium"
547;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Intel";"No OS";2.15;24634;141;"medium"
548;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.86;21152;141;"medium"
549;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.99;92121;141;"medium"
550;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";2.2;26587;141;"medium"
551;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.9;59513;141;"medium"
552;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.42;143803;127;"large"
553;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"windows";2.65;28992;106;"large"
554;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.63;68198;127;"large"
555;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"linux";2.0;11935;100;"medium"
556;"Mediacom";"Notebook";13.3;1920;1080;0;1;"Intel";"Atom x5-Z8350";1.44;4;"Flash Storage";32;0;"Intel";"windows";1.35;13586;166;"small"
557;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";"windows";2.8;50563;106;"large"
558;"HP";"Notebook";15.6;1920;1080;0;1;"AMD";"A10-Series A10-9620P";2.5;6;"SSD";128;0;"AMD";"windows";1.91;30311;141;"medium"
559;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.18;32922;100;"medium"
560;"Acer";"2 in 1 Convertible";11.6;1920;1080;1;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";32;0;"Intel";"windows";1.25;18595;190;"small"
561;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";"windows";2.05;33566;141;"medium"
562;"HP";"Ultrabook";13.3;3200;1800;1;1;"Intel";"Core M";1.2;16;"SSD";512;0;"Intel";"windows";1.16;104695;276;"small"
563;"Lenovo";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";3.4;159787;127;"large"
564;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;44702;141;"medium"
565;"Dell";"Ultrabook";13.3;3840;2160;1;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";"windows";1.21;85195;331;"small"
566;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"windows";1.93;51096;100;"medium"
568;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.2;18328;141;"medium"
569;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.02;52747;112;"medium"
570;"HP";"Workstation";17.3;1600;900;0;0;"Intel";"Core i5";2.8;8;"HDD";500;0;"Nvidia";"windows";3.14;99154;106;"large"
571;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"windows";1.94;20726;112;"medium"
572;"HP";"Notebook";15.6;1920;1080;0;1;"AMD";"A9-Series A9-9420";3.0;6;"SSD";256;0;"AMD";"windows";1.95;34579;141;"medium"
573;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.3;44222;141;"medium"
574;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";2.05;36497;141;"medium"
575;"Mediacom";"Notebook";14.0;1920;1080;0;0;"Intel";"Atom x5-Z8350";1.44;4;"SSD";32;0;"Intel";"windows";1.4;13267;157;"medium"
576;"Toshiba";"Ultrabook";14.0;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.24;99367;157;"medium"
577;"Lenovo";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.7;32;"Hybrid";256;1024;"Nvidia";"windows";4.6;141885;127;"large"
578;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;16;"Hybrid";512;1024;"Nvidia";"windows";4.14;145401;127;"large"
579;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"linux";2.2;39907;141;"medium"
580;"Mediacom";"Notebook";14.0;1920;1080;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";"windows";1.45;20726;157;"medium"
581;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"windows";1.9;53734;100;"medium"
582;"HP";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.49;38308;166;"small"
583;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";1.93;81912;141;"medium"
584;"Dell";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.26;15718;135;"small"
585;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";"windows";4.5;125155;127;"large"
586;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.78;79813;127;"large"
587;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";"windows";8.4;89137;157;"medium"
588;"Lenovo";"Notebook";15.6;1366;768;1;0;"Intel";"Core i7";1.8;12;"HDD";1024;0;"Intel";"windows";2.2;32448;100;"medium"
589;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.73;94306;127;"large"
590;"Asus";"2 in 1 Convertible";15.6;1366;768;1;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.2;39374;100;"medium"
591;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";"windows";2.2;50563;141;"medium"
592;"Dell";"2 in 1 Convertible";31.6;1366;768;1;0;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";"windows";1.39;32128;50;"large"
593;"Samsung";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.5;90523;141;"medium"
594;"Lenovo";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"No OS";2.8;28185;127;"large"
595;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";"windows";2.29;24456;100;"medium"
596;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.37;107892;166;"small"
597;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.7;78535;157;"medium"
598;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.34;88978;176;"small"
599;"Dell";"Workstation";15.6;1920;1080;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.06;93933;141;"medium"
600;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.84;64948;141;"medium"
601;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.1;35617;100;"medium"
602;"Acer";"Notebook";14.0;1920;1080;0;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.6;17529;157;"medium"
603;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";"windows";4.14;117163;127;"large"
604;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.18;24775;100;"medium"
605;"MSI";"Gaming";15.6;3840;2160;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";"windows";1.8;122491;282;"medium"
606;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";2.2;74539;141;"medium"
607;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";2.4;30050;141;"medium"
608;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";2.0;69211;141;"medium"
609;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.6;18595;112;"medium"
610;"Lenovo";"Notebook";15.6;3840;2160;0;1;"Intel";"Xeon E3-1535M";3.1;32;"SSD";1024;0;"Nvidia";"windows";2.5;261019;282;"medium"
611;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"windows";2.59;46834;141;"medium"
612;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.18;23651;100;"medium"
613;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.25;19128;100;"medium"
614;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"linux";1.93;46300;100;"medium"
615;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.0;62231;127;"large"
617;"HP";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.84;74006;141;"medium"
618;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.94;120832;141;"medium"
619;"Acer";"2 in 1 Convertible";11.6;1366;768;1;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";"other";1.25;20193;135;"small"
620;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";2.31;59887;112;"medium"
621;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.65;78055;157;"medium"
622;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";"windows";2.2;41345;141;"medium"
623;"Fujitsu";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;42571;100;"medium"
624;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.88;49657;100;"medium"
626;"Mediacom";"Notebook";14.0;1920;1080;0;0;"Intel";"Atom x5-Z8350";1.44;2;"Flash Storage";32;0;"Intel";"windows";1.4;12734;157;"medium"
627;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"No OS";2.2;24935;141;"medium"
628;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";1.5;34046;166;"small"
630;"Asus";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";11.1;101232;157;"medium"
631;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.62;78801;141;"medium"
632;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"Intel";"windows";1.8;44169;141;"medium"
633;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.2;30849;141;"medium"
634;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";"windows";2.0;21259;100;"medium"
635;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";1.99;48305;141;"medium"
636;"Dell";"Ultrabook";13.3;3200;1800;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.23;99580;276;"small"
637;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.42;13267;112;"medium"
638;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.37;93635;166;"small"
639;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"windows";2.06;127819;282;"medium"
640;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;59088;141;"medium"
641;"HP";"Notebook";17.0;1600;900;0;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";"windows";2.6;27754;108;"large"
642;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.14;130536;157;"medium"
643;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"No OS";2.5;62284;141;"medium"
644;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;23976;100;"medium"
645;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"windows";1.43;14599;112;"medium"
646;"Acer";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.8;48964;157;"medium"
647;"Razer";"Gaming";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";1.95;138475;157;"medium"
648;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;64629;166;"small"
649;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.36;84396;176;"small"
650;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.7;32;"SSD";512;0;"Nvidia";"windows";3.8;149131;127;"large"
651;"Acer";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.4;37776;141;"medium"
652;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.2;77251;166;"small"
653;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;63499;141;"medium"
654;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"No OS";1.86;19442;100;"medium"
655;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"windows";2.0;56690;141;"medium"
656;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";6.2;48964;141;"medium"
657;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"windows";2.2;60473;141;"medium"
658;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";3.31;63723;141;"medium"
659;"Dell";"Gaming";17.3;3840;2160;0;1;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"windows";4.42;167692;255;"large"
660;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.56;65481;157;"medium"
661;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"windows";2.2;22324;100;"medium"
662;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.2;28505;141;"medium"
663;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";"windows";2.04;28718;141;"medium"
664;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;79215;127;"large"
665;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.1;4;"SSD";128;0;"Intel";"windows";2.1;26533;100;"medium"
667;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";2.1;39694;141;"medium"
668;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;67026;141;"medium"
669;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"linux";2.1;21951;100;"medium"
670;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.252;99519;201;"small"
671;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";"windows";1.9;43580;141;"medium"
672;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;55092;166;"small"
673;"Lenovo";"Notebook";35.6;1366;768;0;0;"AMD";"E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";"windows";2.2;18595;44;"large"
674;"HP";"2 in 1 Convertible";14.0;1920;1080;1;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";"windows";1.63;37243;157;"medium"
675;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.4;68944;141;"medium"
676;"Asus";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;60473;157;"medium"
677;"HP";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";"other";1.4;26374;135;"small"
678;"LG";"Ultrabook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.09;122491;141;"medium"
679;"Acer";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;16;"SSD";256;0;"Nvidia";"windows";2.5;69211;141;"medium"
680;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.2;53168;141;"medium"
681;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"windows";1.86;22324;100;"medium"
682;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";"windows";3.21;109277;141;"medium"
683;"HP";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";"windows";2.5;37243;127;"large"
684;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.19;79867;166;"small"
685;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"windows";3.49;149917;141;"medium"
686;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";1.86;32640;100;"medium"
687;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.2;29073;100;"medium"
688;"HP";"Notebook";17.3;1920;1080;0;1;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";"windows";2.65;30316;127;"large"
689;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.1;16943;100;"medium"
690;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.45;19980;112;"medium"
691;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.7;37243;157;"medium"
692;"HP";"Workstation";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";"windows";3.14;101658;127;"large"
693;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.42;137995;210;"medium"
694;"Toshiba";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.5;51841;166;"small"
695;"Acer";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"windows";1.4;14332;135;"small"
696;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.38;93187;157;"medium"
697;"Asus";"2 in 1 Convertible";12.5;1920;1080;1;0;"Intel";"Core M";0.9;4;"Flash Storage";64;0;"Intel";"other";1.2;35644;176;"small"
698;"Toshiba";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.36;100007;166;"small"
700;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.56;43636;141;"medium"
701;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";2.9;4;"SSD";256;0;"AMD";"windows";2.2;21259;141;"medium"
702;"Lenovo";"Notebook";15.6;1366;768;0;0;"AMD";"A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";"windows";2.2;22857;100;"medium"
703;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;1024;"Intel";"windows";2.1;33111;141;"medium"
704;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"No OS";1.9;23976;100;"medium"
705;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.18;42358;141;"medium"
706;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";1.6;1;"SSD";256;0;"Intel";"windows";1.6;53227;166;"small"
707;"Lenovo";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";"windows";2.18;98834;141;"medium"
708;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.8;63456;157;"medium"
709;"HP";"Notebook";17.3;1920;1080;0;1;"AMD";"A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";"windows";2.71;34899;127;"large"
710;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;66547;141;"medium"
711;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"linux";1.64;58022;157;"medium"
712;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"linux";1.98;38681;141;"medium"
713;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15877;157;"medium"
714;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";"windows";1.93;76012;141;"medium"
715;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.87;45665;157;"medium"
716;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.9;62817;141;"medium"
717;"Lenovo";"Notebook";15.6;1366;768;0;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";"windows";2.19;15877;100;"medium"
718;"Mediacom";"Notebook";14.0;1920;1200;0;1;"Intel";"Atom Z8350";1.92;4;"HDD";32;0;"Intel";"windows";1.4;14119;162;"medium"
719;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.63;63936;127;"large"
720;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.5;64;"SSD";512;0;"Intel";"windows";1.17;89864;210;"medium"
